character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
亿,yi4,3,90333,33782,0.45563388792651976,20673,13957,15499,16443,23458,34109,64.402,68.083,74.158,79.435,139.631,378.989,134.116,3.8692932201839483,72.86501643160786,4.131561201226253,3,2.9,2.9
义,yi4,3,4626326,884269,0.6790658721971039,2436650,1147555,876419,556053,345316,149033,7590.81,5597.829,4193.392,2686.246,2055.452,1655.922,3963.275,2.401836226326018,1977.838230659901,2.703589707765989,3.875,3.7,3.2
艺,yi4,4,457676,731635,-0.2303510183627327,44300,59345,120255,208889,348624,407685,138.006,289.488,575.383,1009.126,2075.143,4529.833,1436.163,2.8424939723069906,525.1040239753557,3.278928376432058,4.1875,3.9,3.3
忆,yi4,4,24450,65764,-0.4579555279668344,6618,5988,6571,10686,27056,33256,20.617,29.21,31.44,51.623,161.048,369.511,110.575,3.952433104487433,88.62135272970488,4.047588505205249,3.375,3.6,3.1
仡,yi4,5,1124,142,0.7756714060031595,28,35,43,130,222,808,0.087,0.171,0.206,0.628,1.321,8.978,1.899,5.537751784645002,0,6,2.9375,2.6,2.7
屹,yi4,6,54131,12884,0.615489069611281,1596,3722,9183,10694,17897,23942,4.972,18.156,43.938,51.662,106.53,266.022,81.88,4.081550257598842,4.75905667779257,5.239648647337183,3.6875,3.1,3.4
亦,yi4,6,142546,105912,0.1474454434954801,41334,27729,28642,29320,46142,75324,128.766,135.263,137.043,141.643,274.655,836.933,275.717,3.557964159328865,135.18293427999973,3.8658773124848658,3.4375,3.3,3.1
异,yi4,6,9152,5990,0.20882314093250562,2169,1704,2252,3398,3408,2152,6.757,8.312,10.775,16.415,20.286,23.911,14.409,4.812225544836015,268.1149633745571,3.570062153851512,2.6875,2.7,2.9
邑,yi4,7,3709,3427,0.039517937219730945,416,251,351,885,1958,3256,1.296,1.224,1.679,4.275,11.655,36.178,9.385,4.983593499128882,5.659418751969542,5.176563675308431,3,2.7,2.7
佚,yi4,7,1617,1503,0.03653846153846154,56,49,181,367,1184,1283,0.174,0.239,0.866,1.773,7.048,14.256,4.059,5.295935320591433,1.4148546879923856,5.617108997459784,2.875,2.7,2.7
译,yi4,7,23628,36111,-0.2089589715261387,790,871,2315,8277,17667,29861,2.461,4.249,11.077,39.986,105.161,331.789,82.454,4.078552842492284,55.50089071533767,4.247944705637075,3.375,3,3.3
易,yi4,8,145913,78027,0.3031436992051442,31022,17939,22407,35161,58052,59315,96.642,87.507,107.211,169.86,345.548,659.056,244.304,3.610295370000854,398.28159466985653,3.3987207086324767,3.4375,3.4,3.3
峄,yi4,8,895,149,0.7145593869731801,68,44,108,184,327,313,0.212,0.215,0.517,0.889,1.946,3.478,1.21,5.655607726314889,0.32155788363463306,5.87891381021477,3.1875,3.2,3.3
佾,yi4,8,190,204,-0.03553299492385787,31,31,93,113,76,50,0.097,0.151,0.445,0.546,0.452,0.556,0.375,5.861697301833718,0,6,2.75,2.8,2.8
怿,yi4,8,6300,5557,0.0626634055831998,113,200,727,1740,3151,5946,0.352,0.976,3.478,8.406,18.756,66.067,16.339,4.760975953399906,0.4501810370884863,5.8385777781093235,3,2.6,3.3
诣,yi4,8,2345,1258,0.30169303358312516,67,62,146,636,1072,1622,0.209,0.302,0.699,3.072,6.381,18.022,4.781,5.237997030624885,4.501810370884863,5.259494382375551,3.1875,3.2,3.3
绎,yi4,8,2413,1449,0.24961160020714657,232,95,130,381,869,2160,0.723,0.463,0.622,1.841,5.173,24,5.47,5.189095719331299,12.219199578116056,4.878794840563792,3.25,3.5,3.4
驿,yi4,8,5220,2494,0.3533834586466165,243,210,344,843,2180,3951,0.757,1.024,1.646,4.072,12.976,43.9,10.729,4.930739013715254,3.8586946036155965,5.313480397939008,3.0625,2.9,3.3
轶,yi4,9,84198,53098,0.22651788835800024,2196,5626,28735,36879,33078,30816,6.841,27.444,137.488,178.159,196.893,342.4,148.204,3.8262195337357263,1.8007241483539451,5.552729664024445,3.4375,3.2,3.5
昳,yi4,9,483,4258,-0.796245517823244,23,117,577,1170,1516,1341,0.072,0.571,2.761,5.652,9.024,14.9,5.497,5.187287133234632,0,6,3.5,3.3,3.6
弈,yi4,9,7349,4717,0.2181335985413559,56,48,155,818,2254,8727,0.174,0.234,0.742,3.952,13.417,96.967,19.248,4.693617867849802,0.9003620741769726,5.721163645449222,3.5625,3.7,3.6
奕,yi4,9,380058,298585,0.12005281127190585,61468,47418,63141,86090,141993,278625,191.489,231.307,302.11,415.894,845.196,3095.833,846.972,3.0716184878921737,5.595107175242615,5.18077814246208,3.9375,4.1,3.9
羿,yi4,9,26483,8322,0.5217928458554806,233,628,1624,4142,8504,19675,0.726,3.063,7.77,20.01,50.619,218.611,50.133,4.2912987262403215,1.1576083810846791,5.666027379564175,3.8125,3.6,3.6
益,yi4,10,949509,380305,0.42803279255595145,436173,237480,218881,190660,156986,90284,1358.794,1158.439,1047.278,921.063,934.44,1003.156,1070.528,2.9699964759645576,334.9990031705607,3.473662011057082,4.125,4,3.7
谊,yi4,10,50534,47563,0.030286349225766333,11540,12741,23027,20248,17590,12869,35.95,62.151,110.177,97.816,104.702,142.989,92.298,4.03012766598848,28.68296322020927,4.527492746049751,4.0625,4.1,3.3
逸,yi4,11,285474,154143,0.2987395846839408,25758,15028,17074,40400,154664,186744,80.243,73.307,81.694,195.169,920.619,2074.933,570.994,3.242608526767392,22.83060973805895,4.622864845505551,4.0625,4,3.8
翊,yi4,11,34875,21783,0.23107063433230965,3033,2418,4684,6097,12989,27344,9.449,11.795,22.411,29.454,77.315,303.822,75.708,4.115159340422911,0,6,3.875,3.7,3.9
翌,yi4,11,13197,9429,0.16653407584195173,574,691,1876,3131,6418,9976,1.788,3.371,8.976,15.126,38.202,110.844,29.718,4.512607063941288,5.273549291607982,5.202486685383042,3.3125,3.6,3.3
裔,yi4,13,4883,1536,0.5214207820532794,838,435,562,1351,1436,1796,2.611,2.122,2.689,6.527,8.548,19.956,7.076,5.092803689728398,6.559780826146515,5.121490795421407,3.0625,2.9,3.1
意,yi4,13,354047,346549,0.010702316313538759,153988,95109,94184,117432,133241,106521,479.713,463.946,450.641,567.304,793.101,1183.567,656.379,3.1821841735884235,1736.3482600502916,2.7601131163497064,3.25,3.5,3.5
溢,yi4,13,43061,19650,0.3733156862432428,4266,2712,4204,10338,16542,24615,13.29,13.229,20.115,49.942,98.464,273.5,78.09,4.101878424458892,18.457422520627937,4.710914690234491,2.8125,3,3.1
镒,yi4,15,3638,785,0.6450373049966086,1174,179,219,528,932,1392,3.657,0.873,1.048,2.551,5.548,15.467,4.857,5.23232477597204,0,6,2.5625,2.3,3.1
毅,yi4,15,1246816,182588,0.7445256904276187,105445,141392,229222,336230,320689,296426,328.489,689.717,1096.756,1624.3,1908.863,3293.622,1490.291,2.826437603117756,57.30161486369161,4.2343194157954045,4.125,3.8,4.1
熠,yi4,15,59743,31423,0.3106421253537503,715,1164,4287,12687,26418,45869,2.227,5.678,20.512,61.29,157.25,509.656,126.102,3.8958476155976047,3.4085135665271107,5.355707818394719,4,3.8,3.9
薏,yi4,16,371,4712,-0.8540232146370254,160,199,342,563,1782,2037,0.498,0.971,1.636,2.72,10.607,22.633,6.511,5.1243022380197925,0,6,3.1875,3.2,3.2
燚,yi4,16,39053,16643,0.40236282677391555,204,1011,4142,9649,18980,21720,0.636,4.932,19.818,46.614,112.976,241.333,71.052,4.14235395965348,0,6,3.1875,3.2,3.4
翼,yi4,17,87649,23206,0.5813269586396644,6434,5994,11522,25847,29961,31058,20.044,29.239,55.129,124.865,178.339,345.089,125.451,3.8980777318176814,40.70922806814455,4.379767847767391,3.125,3.4,3.2
懿,yi4,22,87580,126689,-0.18252290345313602,10498,7060,13922,36263,55603,91016,32.704,34.439,66.612,175.184,330.97,1011.289,275.2,3.5587763257573877,1.672100994900092,5.5731471312642675,3.875,3.7,3.7
因,yin1,6,1804,5679,-0.5178404383268742,2335,1085,877,1030,1312,868,7.274,5.293,4.196,4.976,7.81,9.644,6.532,5.123089688655373,1924.7811798601865,2.71539306185227,2.75,2.9,3
阴,yin1,6,618,761,-0.10369833212472807,353,134,124,342,348,77,1.1,0.654,0.593,1.652,2.071,0.856,1.154,5.666754301038037,128.0443492633109,3.8892610080708527,1.8125,2.2,2.5
茵,yin1,9,1360,144069,-0.9812967152356132,5244,5266,9609,22507,54379,48402,16.336,25.688,45.976,108.729,323.685,537.8,176.369,3.7511222825053765,11.511772234119864,4.902681170163803,3.3125,3.4,2.9
荫,yin1,9,15153,9474,0.23060056036057985,13106,3090,2256,2735,2261,1176,40.829,15.073,10.794,13.213,13.458,13.067,17.739,4.727253588798811,17.942929906812523,4.722552847721783,3.125,3.1,3
音,yin1,9,18535,115273,-0.7229612579217984,34141,15204,14160,22586,19114,28493,106.358,74.166,67.751,109.111,113.774,316.589,131.292,3.8784664177996815,596.811432025879,3.2234357841473837,3.5625,3.7,3.4
殷,yin1,10,7900,9587,-0.09647166466517985,1118,1087,1768,4403,5151,3957,3.483,5.302,8.459,21.271,30.661,43.967,18.857,4.702086364192134,20.32245824570881,4.671162727365789,3.375,3.5,3.1
堙,yin1,12,31,40,-0.1267605633802817,5,2,3,15,22,24,0.016,0.01,0.014,0.072,0.131,0.267,0.085,5.964570261815451,0,6,2.5,2.8,2.6
吟,yin2,7,4954,62720,-0.8535922215326418,19519,10726,8350,10881,11978,6197,60.807,52.322,39.952,52.565,71.298,68.856,57.633,4.231857884254335,25.01720334677445,4.584739388648373,2.8125,2.9,2.8
垠,yin2,9,4380,2949,0.1952517396643471,371,273,679,1979,2246,1780,1.156,1.332,3.249,9.56,13.369,19.778,8.074,5.042201225070002,3.0226441061655507,5.39548838889668,2.5625,2.6,2.8
银,yin2,11,2431020,2674100,-0.04761494342934152,1910057,1104125,860591,697502,402191,124569,5950.333,5385.976,4117.66,3369.575,2393.994,1384.1,3766.94,2.4238960214514482,190.36226711170278,3.7181436924770614,3.3125,2.9,3
寅,yin2,11,128849,30264,0.6195911082061176,35256,15647,18370,50440,31297,8173,109.832,76.327,87.895,243.671,186.292,90.811,132.471,3.8746130856710885,10.096917546127479,4.954797640908701,3.1875,3.3,3.8
尹,yin3,4,22739,36319,-0.22994344542652986,3099,2092,3910,10764,18318,20896,9.654,10.205,18.708,52,109.036,232.178,71.964,4.136891365327813,11.576083810846791,4.90045457702453,3.375,3.1,3
引,yin3,4,27284,204417,-0.7644895792422131,108925,46591,29895,25781,16867,3333,339.33,227.273,143.038,124.546,100.399,37.033,161.937,3.7879802841923085,485.5524042882959,3.3128703770450354,2.9375,2.7,2.7
隐,yin3,11,1351,1504,-0.053590192644483364,311,161,273,725,1054,349,0.969,0.785,1.306,3.502,6.274,3.878,2.786,5.421819390372222,90.6150116082396,4.038033359034445,2.75,3.1,2.7
印,yin4,5,531481,59617,0.7982838717099364,255555,127507,84564,64397,41579,17891,796.121,621.985,404.612,311.097,247.494,198.789,430.016,3.3655066078375624,200.26624992764948,3.6962290452755924,2.75,2.8,2.9
胤,yin4,9,54604,8757,0.7235839080822588,3081,2371,4819,12366,17103,23614,9.598,11.566,23.057,59.739,101.804,262.378,78.024,4.102240991182527,0.9646736509038991,5.706709579325387,3.5625,3.5,3.7
英,ying1,8,2129955,38849711,-0.8960482010761142,21309061,8568501,6588993,3019930,1137130,324416,66383.368,41797.566,31526.282,14589.034,6768.631,3604.622,27444.917,1.5615222543563372,422.6556822493617,3.372986964276588,4.125,3.6,3.4
莺,ying1,10,1864,83882,-0.9565227532479649,17032,12870,21326,21672,9254,3569,53.059,62.78,102.038,104.696,55.083,39.656,69.552,4.151490670404993,12.219199578116056,4.878794840563792,3.75,3.6,3.2
婴,ying1,11,1241,5795,-0.6472427515633883,878,697,1280,2268,1396,513,2.735,3.4,6.124,10.957,8.31,5.7,6.204,5.142426295852505,32.67028097727872,4.472753259425023,2.75,3.3,2.7
瑛,ying1,12,36631,309551,-0.7883714346788684,76120,62877,74434,66389,43141,23096,237.134,306.717,356.144,320.72,256.792,256.622,289.022,3.537569056872737,8.103258667592753,5.040803116687447,3.75,3.8,3.2
缨,ying1,14,1310,9687,-0.76175320541966,956,3927,3624,843,712,927,2.978,19.156,17.34,4.072,4.238,10.3,9.681,4.97138808493377,3.537136719980964,5.343218133707606,3.4375,3.3,3.3
璎,ying1,15,315,4767,-0.8760330578512396,181,248,528,849,1353,1925,0.564,1.21,2.526,4.101,8.054,21.389,6.307,5.136260892654783,1.0289852276308258,5.692721114909371,3.5,3.7,3.1
樱,ying1,15,1715,55726,-0.9402865548998103,2622,3229,6529,15577,16219,13268,8.168,15.751,31.239,75.251,96.542,147.422,62.396,4.197938143265436,10.289852276308258,4.947311740626307,3.6875,3.9,3.1
鹦,ying1,16,139,718,-0.67561260210035,53,113,199,278,145,65,0.165,0.551,0.952,1.343,0.863,0.722,0.766,5.753009300758451,4.694745101065642,5.2445257103343295,2.8125,3.3,2.2
膺,ying1,17,360,190,0.3090909090909091,110,126,138,93,55,28,0.343,0.615,0.66,0.449,0.327,0.311,0.451,5.838332587562264,2.9583325294386245,5.402487724623281,2.875,2.8,3.1
鹰,ying1,18,38031,34398,0.05015946651203247,6475,15310,25391,14962,7240,2537,20.171,74.683,121.488,72.28,43.095,28.189,59.984,4.214784093238024,31.64129574964789,4.486232609545858,3.4375,2.9,3.3
迎,ying2,7,311977,482318,-0.2144555864005187,100451,118299,195213,197887,136381,45609,312.931,577.068,934.033,955.976,811.792,506.767,683.095,3.164883583790251,131.45286282983798,3.877938650445159,3.375,3.4,3.3
荧,ying2,9,3102,26508,-0.7904761904761904,622,451,834,4618,11582,11596,1.938,2.2,3.99,22.309,68.94,128.844,38.037,4.408523565326756,17.29981413954326,4.7375533211209735,3.3125,3.5,3.1
盈,ying2,9,64484,288713,-0.6348553356908467,30612,18505,24991,71738,89450,117895,95.364,90.268,119.574,346.56,532.44,1309.944,415.692,3.380184837409789,40.130423877602205,4.385836814761308,4.0625,3.9,3.5
莹,ying2,10,74008,1925270,-0.9259652734637204,37986,46755,135965,531638,783567,463683,118.336,228.073,650.55,2568.3,4664.089,5152.033,2230.23,2.651455659396871,13.89130057301615,4.827067370278856,4,3.5,3.1
萤,ying2,11,432,5327,-0.8499739538114256,198,207,357,1484,1943,1564,0.617,1.01,1.708,7.169,11.565,17.378,6.575,5.120617362825658,6.945650286508075,5.0998705535497315,2.8125,3.1,2.9
营,ying2,11,377872,123995,0.5058650997176543,100037,97470,108008,119704,62465,14067,311.642,475.463,516.785,578.28,371.815,156.3,401.714,3.395003272262297,416.93195192066526,3.378894424710957,2.75,2.9,2.9
萦,ying2,11,107,2599,-0.9209164818920916,41,51,157,536,1007,915,0.128,0.249,0.751,2.589,5.994,10.167,3.313,5.365220541854049,3.6014482967078902,5.337105453476738,3.3125,3.4,3.2
蓥,ying2,13,1461,6359,-0.6263427109974424,36,51,252,882,2559,4042,0.112,0.249,1.206,4.261,15.232,44.911,10.995,4.9209997476961505,0,6,2.9375,3,2.9
楹,ying2,13,1758,4263,-0.41604384653712007,494,162,392,1033,1540,2391,1.539,0.79,1.876,4.99,9.167,26.567,7.488,5.071194629106715,0.7074273439961928,5.767657767747678,3.0625,3.1,2.8
滢,ying2,13,6139,129220,-0.9092930651083415,783,1247,6680,18368,42685,65558,2.439,6.083,31.962,88.734,254.077,728.422,185.286,3.7298197825230353,0.5144926138154129,5.819732840381327,3.25,3.5,3
潆,ying2,14,251,4575,-0.8959801077496892,22,34,158,632,1245,2738,0.069,0.166,0.756,3.053,7.411,30.422,6.98,5.09799710864927,0,6,3.1875,2.8,3.1
嬴,ying2,16,558,793,-0.17394522575869725,23,31,106,380,490,321,0.072,0.151,0.507,1.836,2.917,3.567,1.508,5.6006724678413216,0.32155788363463306,5.87891381021477,3,2.9,3
赢,ying2,17,21897,15270,0.1783033336023892,911,1089,2787,9396,12183,10772,2.838,5.312,13.335,45.391,72.518,119.689,43.181,4.354764458460806,19.807965631893396,4.681770378127225,3.5625,3.4,3.4
瀛,ying2,19,11161,9305,0.09068699306166325,2721,1046,2241,4915,4916,4647,8.477,5.102,10.722,23.744,29.262,51.633,21.49,4.648010544564368,1.672100994900092,5.5731471312642675,3,3.4,3
颍,ying3,12,3831,23338,-0.717987412124112,1197,3760,6556,5888,5034,4766,3.729,18.341,31.368,28.444,29.964,52.956,27.467,4.545658298644952,0.32155788363463306,5.87891381021477,3.3125,3.6,3.6
颖,ying3,13,280659,1996886,-0.7535425205649066,67965,113959,322038,529034,707035,537519,211.729,555.898,1540.852,2555.72,4208.542,5972.433,2507.529,2.6005808739197955,19.872277208620325,4.68043016592323,4.0625,4,3.8
影,ying3,15,46552,749475,-0.883039143144642,53614,103736,197425,247139,151633,42708,167.022,506.029,944.617,1193.908,902.577,474.533,698.114,3.1554520008864864,638.5496453216543,3.194125737577202,3.25,3.3,3
应,ying4,7,1298681,697126,0.30140940481719924,773042,415341,377549,236153,145200,50630,2408.231,2026.054,1806.455,1140.836,864.286,562.556,1468.07,2.8329575099351083,1483.8610098203778,2.828314196510459,3.0625,3.3,2.9
映,ying4,9,181225,356295,-0.32569950885548443,145577,90742,104077,90881,75708,30328,453.511,442.644,497.976,439.039,450.643,336.978,436.799,3.358725234762098,241.29703587942865,3.6156518987353037,3,3.3,2.9
拥,yong1,8,113821,17465,0.7339396432216687,6285,45339,62802,11552,3711,759,19.579,221.166,300.488,55.807,22.089,8.433,104.594,3.976360758326086,86.43475912098937,4.0583158820858936,3.0625,3.2,2.8
庸,yong1,11,6905,900,0.769378603459321,3357,744,692,859,1270,883,10.458,3.629,3.311,4.15,7.56,9.811,6.487,5.125692166871961,26.23912330458606,4.564806874369666,2.375,3,2.8
雍,yong1,13,22895,5113,0.6348900314195944,4194,2130,3062,6295,6975,5323,13.065,10.39,14.651,30.411,41.518,59.144,28.197,4.534661770139912,6.238222942511881,5.140368044437053,3.4375,3.3,3.5
墉,yong1,14,1669,103,0.8837471783295711,470,68,94,176,397,567,1.464,0.332,0.45,0.85,2.363,6.3,1.96,5.528708288941061,0,6,2.625,3.1,2.9
镛,yong1,16,4054,361,0.8364665911664779,2405,334,345,352,598,399,7.492,1.629,1.651,1.7,3.56,4.433,3.411,5.3554629422215925,0,6,2.875,2.9,3.3
永,yong3,5,12090324,4297884,0.4754906698767797,4844805,3329479,3771343,2521969,1380226,537420,15092.85,16241.361,18044.703,12183.425,8215.631,5971.333,12624.884,1.8987382050602508,155.44108094898164,3.8056491918981474,3.9375,3.9,3.6
甬,yong3,7,777,106,0.7599093997734995,89,121,177,193,164,139,0.277,0.59,0.847,0.932,0.976,1.544,0.861,5.730253626869233,2.186593608715505,5.496673319251752,3.125,3.3,3.1
咏,yong3,8,54875,181637,-0.5359643485319984,25507,35826,65065,31794,38226,39507,79.461,174.761,311.316,153.594,227.536,438.967,230.939,3.6346262196211105,8.231881821046606,5.034709763633301,3.4375,3.3,2.9
泳,yong3,8,133155,107851,0.10499323668290415,20039,13965,28469,43508,75343,59851,62.427,68.122,136.215,210.184,448.47,665.011,265.072,3.5750008258819466,23.409413928601285,4.6124426478925225,3.125,3.1,2.8
勇,yong3,9,6630578,235729,0.9313374715112506,453631,1044000,2304076,1840855,947806,274838,1413.181,5092.683,11024.287,8893.019,5641.702,3053.756,5853.105,2.232539492269216,127.3369219193147,3.891648381201034,4.1875,3.6,3.8
涌,yong3,10,46847,2746,0.8892585647167948,4569,5533,11220,10367,10568,7299,14.234,26.99,53.684,50.082,62.905,81.1,48.166,4.3083351231841425,52.156688725537485,4.274442080269125,3.0625,3.3,3
用,yong4,5,93596,26775,0.5551254039594254,48034,26037,22365,14107,7737,2221,149.639,127.01,107.01,68.15,46.054,24.678,87.09,4.055073390013784,3399.8958152457026,2.468406672259263,2.6875,2.7,2.6
游,you,12,49973,13476,0.5752178915349335,4780,4712,6121,18962,20030,8857,14.891,22.985,29.287,91.604,119.226,98.411,62.734,4.195628823974032,272.2952158618073,3.5633679707332573,3.1875,3.3,3.2
优,you1,6,71369,90616,-0.11881964379417848,27804,19920,23537,32717,34153,23927,86.617,97.171,112.617,158.053,203.292,265.856,153.934,3.8098532666043954,292.03886991697374,3.533074769165272,4.0625,3.3,3.7
攸,you1,7,1229,1322,-0.036456291650333206,372,140,188,375,612,866,1.159,0.683,0.9,1.812,3.643,9.622,2.97,5.401209493236885,1.2219199578116058,5.653271590087708,3.375,3.2,3.3
幽,you1,9,489,3640,-0.763138774521676,353,268,478,780,1193,1058,1.1,1.307,2.287,3.768,7.101,11.756,4.553,5.255472326527434,45.59690789939097,4.331642901481391,3.0625,3.1,2.6
悠,you1,11,6278,18761,-0.49854227405247814,621,356,731,3825,8554,10950,1.935,1.737,3.498,18.478,50.917,121.667,33.039,4.468023207132139,43.73187217431009,4.349382924810645,3.8125,3.7,3
尤,you2,4,27254,13309,0.3437862091068215,14263,6794,5915,5589,5198,2801,44.433,33.141,28.301,27,30.94,31.122,32.49,4.475084852460133,128.30159557021858,3.888396115931161,3.25,3.2,2.9
由,you2,5,21177,5745,0.573211499888567,8294,4089,3930,4472,4074,2064,25.838,19.946,18.804,21.604,24.25,22.933,22.229,4.633969486016806,1602.5801804582843,2.794909320076039,3.0625,3.3,3.1
邮,you2,7,302,126,0.411214953271028,31,27,45,109,176,40,0.097,0.132,0.215,0.527,1.048,0.444,0.411,5.850472986245652,46.047088936479454,4.327467243606246,2.625,2.6,2.7
油,you2,8,1795,796,0.3855654187572366,1053,351,357,356,370,104,3.28,1.712,1.708,1.72,2.202,1.156,1.963,5.528268348519949,278.4048156508653,3.553766112922716,2.25,2.7,2.2
铀,you2,10,929,332,0.4734337827121332,210,235,212,304,196,104,0.654,1.146,1.014,1.469,1.167,1.156,1.101,5.677573947594047,14.855974223920049,4.799807068863996,2.1875,2.4,2.7
猷,you2,13,2762,231,0.8456398262612763,1078,173,221,549,624,392,3.358,0.844,1.057,2.652,3.714,4.356,2.664,5.4360445350041875,1.350543111265459,5.628831779016041,3,3.1,3.5
友,you3,4,4988374,1316508,0.5823845711941952,2758945,1506582,1111919,539334,283604,100213,8594.844,7349.18,5320.187,2605.478,1688.119,1113.478,4445.214,2.3520096381771824,273.77438212652663,3.561023760039377,3.75,4.3,3.2
有,you3,6,3206397,841086,0.5843905953403634,1878805,913129,646371,346041,189333,74895,5852.975,4454.288,3092.684,1671.696,1126.982,832.167,2838.465,2.5467634801767,9082.145176953303,2.0417637443775263,3.125,3.4,2.6
酉,you3,7,5915,1602,0.5737661301050951,1848,466,414,1719,1415,1651,5.757,2.273,1.981,8.304,8.423,18.344,7.514,5.069866354158882,2.7653977992578445,5.424189135559839,3.1875,2.9,3.1
铕,you3,11,225,40,0.6981132075471698,5,17,24,58,90,71,0.016,0.083,0.115,0.28,0.536,0.789,0.303,5.885055584287415,0,6,2.75,2.1,2.9
